Price,Close,High,Low,Open,Volume,Close_100
Ticker,META,META,META,META,META,
Date,,,,,,
2024-01-02,344.9722595214844,351.81611201505206,338.7161582328872,349.9831174771486,19042200,100.0
2024-01-03,343.1591796875,346.62594808863787,341.8740800489349,343.66724869839874,15451100,99.47442735352132
2024-01-04,345.799072265625,346.82515151005265,342.0932270563571,343.1890472206602,12099900,100.23967513946992
2024-01-05,350.6106872558594,352.1547766619745,344.9423377821408,345.6695403534004,13920700,101.63445830171855
2024-01-08,357.295166015625,357.6139555903351,350.7103037694419,353.35024383329113,13890200,103.57214418087817
2024-01-09,356.06982421875,359.267630734609,354.00769412567,355.04374500938036,13463900,103.21694408491257
2024-01-10,369.0601806640625,371.52078231534193,357.7135106231206,358.79938939031484,22117200,106.98256757688019
2024-01-11,368.26324462890625,371.3613950190208,361.5488728356268,370.7138746559575,17205400,106.75155304943334
2024-01-12,373.0649108886719,375.6251383403932,368.13376579525925,368.75140159107906,19295700,108.143452289803
2024-01-16,366.0616455078125,374.18062511376075,365.83254021530996,372.22809228321756,15306900,106.11335706111022
2024-01-17,366.96820068359375,367.1375671425744,357.24533163937014,364.9060705610555,12724800,106.37614780754264
2024-01-18,374.69866943359375,375.4159307418802,369.538388844185,370.07631202431554,16354300,108.61704357137101
2024-01-19,381.9908142089844,382.8973245006052,376.53165710401225,377.55773627942625,21470100,110.73087869118778
2024-01-22,380.3271484375,388.86454290062073,379.70951268989916,386.4736820963988,17680500,110.24861795121059
2024-01-23,383.7341613769531,386.9020528202429,380.6260087744348,383.15635150026014,15506100,111.23623734535522
2024-01-24,389.2132568359375,394.6424993667114,386.33423974231664,388.5159084294594,15698500,112.82450866507945
2024-01-25,391.68377685546875,393.984983898379,384.19240457393084,388.6852518488727,15091100,113.54065900799635
2024-01-26,392.6401672363281,395.28007693344165,390.09985268135483,392.8493595968491,13163700,113.81789590298203
2024-01-29,399.4939270019531,401.3966622382712,391.60408320052903,393.48687508894693,18742400,115.80465268601495
2024-01-30,398.5376281738281,404.8136422913508,398.04950252510577,402.0541940628019,18614700,115.52744233018765
2024-01-31,388.6553955078125,396.4854708674238,385.62695525812825,387.5197190136379,20180800,112.66279672658943
2024-02-01,393.2777099609375,398.9759443902595,391.55428232778945,392.4409101302402,29727100,114.00270575566229
2024-02-02,473.1824645996094,484.1107206070922,451.28612668957794,457.85104547308083,84615500,137.16536664599266
2024-02-05,457.6617431640625,470.10420340045386,457.47246376690913,468.09190134825633,40832400,132.66624504790363
2024-02-06,452.9896240234375,465.34243137297625,451.2761680413066,462.234308987122,21655200,131.3118987166636
2024-02-07,467.8030090332031,469.72565727567735,454.4440360712511,456.25711750265236,23066000,135.60597877698888
2024-02-08,468.2114562988281,468.7992074574978,463.26036798105713,466.53785668755387,18815100,135.7243788089774
2024-02-09,466.3286437988281,471.7878012003474,465.691095057858,471.1502524593773,18413100,135.17859217018747
2024-02-12,467.1156311035156,477.3266255183887,464.8044523883876,466.4083414662073,19382000,135.40672277575533
2024-02-13,458.3690490722656,466.1095004797401,453.35819150952534,455.13141666051735,20916600,132.87127773928125
2024-02-14,471.4789733886719,472.3058015200687,464.3163318688956,466.1493262626268,16858400,136.67156137211342
2024-02-15,482.1880798339844,486.7606094833743,470.42302382509234,473.4713769246856,24212300,139.7758998079538
2024-02-16,471.5188293457031,477.1373510091864,467.4244537832478,476.2905795297128,23306500,136.6831147524016
2024-02-20,469.9548034667969,474.36793825705894,464.7845510505949,467.93252964090965,18015500,136.22973746314483
2024-02-21,466.74365234375,467.71098758659707,460.520812269016,465.21785865489875,12977100,135.29889417519436
2024-02-22,484.7939147949219,488.6432912803049,474.7515840939021,478.9200883885395,21625800,140.53127502697927
2024-02-23,482.69970703125,493.0013030163017,481.024331590762,486.70864764249717,18374300,139.92420947145408
2024-02-26,480.41595458984375,484.80388578084165,479.27910364214137,482.1412107369271,12101400,139.26219901166405
2024-02-27,485.71136474609375,485.9307613087294,478.60098661994806,478.66081927942116,10809600,140.79722393326074
2024-02-28,482.689697265625,489.70037463345716,481.42319871917215,483.66701476706055,12715500,139.92130785680283
2024-02-29,488.7829284667969,490.3486207729217,481.2835770049522,487.09757083882613,17732000,141.6876038510442
2024-03-01,500.9194641113281,502.864116895511,490.4982032013804,490.7574679212223,16273600,145.20572315181522
2024-03-04,496.82073974609375,503.0336277038722,495.05561550272165,501.6175171473394,12324100,144.01759156960634
2024-03-05,488.8726501464844,494.21790378166804,486.549067453912,493.6395112804914,15325300,141.7136122262718
2024-03-06,494.7265319824219,501.5876277126765,492.9314913143984,496.2623079349238,11757900,143.41052601408114
2024-03-07,510.78228759765625,518.4212078949104,500.00200048626294,501.8967723955973,18586400,148.0647424538336
2024-03-08,504.5594482421875,522.1310161834099,497.97758173830397,512.7767915090476,18575200,146.2608758576903
2024-03-11,482.2608642578125,495.95313873552806,474.69172878903987,495.64399319559266,20428300,139.79699843887823
2024-03-12,498.3764953613281,500.92945706495095,483.3977870371672,491.9043421088278,15448200,144.46857148822133
2024-03-13,494.20794677734375,499.6030811930546,489.68041632114824,494.0284488064857,12090700,143.26019937454282
2024-03-14,490.4782409667969,499.972095675005,486.81834463819604,498.8850950832054,12620000,142.17903829344013
2024-03-15,482.7695007324219,490.47823604438105,479.97717802062397,487.6660096906227,29141700,139.94444115653758
2024-03-18,495.6141052246094,496.0528983580825,485.47204318250544,490.55803236870526,11755300,143.66781430833956
2024-03-19,494.8761291503906,495.2650718864235,479.95725358795283,486.8283317882362,10903100,143.45389099889942
2024-03-20,504.1305847167969,506.8032419586182,493.80905568265587,498.1271414358052,11711100,146.1365575933796
2024-03-21,506.3644714355469,513.624431278809,504.61928117249084,513.2953820823078,9712500,146.7841130582302
2024-03-22,508.179443359375,508.5683860811608,502.9538548537801,505.60654769094856,8117000,147.31023418064905
2024-03-25,501.637451171875,505.82591975054345,498.86509314959864,504.3998573738178,8380600,145.41385207833898
2024-03-26,494.527099609375,508.5983047664013,493.8489454067389,503.74169445106367,11205400,143.35271488070958
2024-03-27,492.5026550292969,498.516111326027,486.72859024249675,497.92770610698483,9989700,142.7658721638818
2024-03-28,484.24542236328125,491.53535961588767,483.816611475982,491.4854787752714,15212800,140.37227892903172
2024-04-01,489.99957275390625,496.062849004547,480.45586777401655,485.8609847597092,9247000,142.0402827269622
2024-04-02,496.0030212402344,496.16258514757675,483.3179797266994,483.7667551182063,11081000,143.7805526532037
2024-04-03,505.3472595214844,505.84588531504744,497.3792290791321,497.55872706072597,12099200,146.48924531568372
2024-04-04,509.51580810546875,528.543355513111,509.1767157749895,515.0006615497309,26476300,147.69761742936228
2024-04-05,525.890625,529.2413753821786,512.9961097327337,515.439388045014,19242000,152.4443228361231
2024-04-08,517.8229370117188,530.0292878873255,517.463941013592,527.8254006204263,13260600,150.10567450553788
2024-04-09,515.4793701171875,524.4246876440302,505.3472598986763,520.7946772560042,10881400,149.42632512892945
2024-04-10,518.4013061523438,521.1237834896342,504.40983726108385,507.8902659720688,11418500,150.2733312155085
2024-04-11,521.7221069335938,522.4201952092246,515.8682450606731,519.6777533793505,10369500,151.23595956883068
2024-04-12,510.4930725097656,518.7602965451016,507.9301286712112,516.3270002800177,11944900,147.98090525246215
2024-04-15,498.8551940917969,517.1049171905591,495.9132896082773,515.2998333066029,13512900,144.60733590108538
2024-04-16,498.3864440917969,503.3826536596228,495.74370313879336,496.74095468824316,9847900,144.47145541010033
2024-04-17,492.81182861328125,501.77711061387714,485.80115119571866,501.7172779535386,12193700,142.85549490178343
2024-04-18,500.42083740234375,510.8022605755454,497.66844369943567,498.44629872495153,14808700,145.06118204880713
2024-04-19,479.7478332519531,501.4180909852817,474.4225133740298,501.4180909852817,25111000,139.0685250800797
2024-04-22,480.406005859375,490.6577506981275,472.09888330606213,488.3740360999914,17271100,139.25931508978508
